index,uuid,driver_version,name,gpu_serial,display_active,display_mode
0,GPU-52ee2dd5-a546-4957-ee5d-79e80ab74f5f,525.147.05,NVIDIA GeForce RTX 3090,[N/A],Disabled,Disabled

pid,process_name,gpu_uuid,gpu_name,used_memory

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
0,76,24576,20476,3783,2023/12/13 15:12:15.047
0,99,24576,20476,3783,2023/12/13 15:12:20.092
0,99,24576,20476,3783,2023/12/13 15:12:25.137
0,98,24576,20476,3783,2023/12/13 15:12:30.187
0,73,24576,20476,3783,2023/12/13 15:12:35.233
0,76,24576,20476,3783,2023/12/13 15:12:40.281
0,94,24576,20476,3783,2023/12/13 15:12:45.335
0,99,24576,20476,3783,2023/12/13 15:12:50.379
0,36,24576,20476,3783,2023/12/13 15:12:55.425
0,89,24576,20476,3783,2023/12/13 15:13:00.475
0,98,24576,20476,3783,2023/12/13 15:13:05.518
0,98,24576,20476,3783,2023/12/13 15:13:10.569
0,99,24576,20476,3783,2023/12/13 15:13:15.613
0,33,24576,20476,3783,2023/12/13 15:13:20.657
0,98,24576,20476,3783,2023/12/13 15:13:25.704
0,27,24576,20476,3783,2023/12/13 15:13:30.749
0,30,24576,20476,3783,2023/12/13 15:13:35.794
0,24,24576,20476,3783,2023/12/13 15:13:40.839
0,99,24576,20476,3783,2023/12/13 15:13:45.885
0,99,24576,20476,3783,2023/12/13 15:13:50.933
0,69,24576,20476,3783,2023/12/13 15:13:55.980
0,99,24576,20476,3783,2023/12/13 15:14:01.028
0,36,24576,20476,3783,2023/12/13 15:14:06.074
0,98,24576,20476,3783,2023/12/13 15:14:11.120
0,95,24576,20476,3783,2023/12/13 15:14:16.165
0,99,24576,20476,3783,2023/12/13 15:14:21.211
0,0,24576,20476,3783,2023/12/13 15:14:26.257
0,0,24576,20476,3783,2023/12/13 15:14:31.299
0,0,24576,20476,3783,2023/12/13 15:14:36.345
0,50,24576,20476,3783,2023/12/13 15:14:41.390
0,0,24576,20476,3783,2023/12/13 15:14:46.437
0,99,24576,20476,3783,2023/12/13 15:14:51.483
0,16,24576,20476,3783,2023/12/13 15:14:56.527
0,99,24576,20476,3783,2023/12/13 15:15:01.571
0,99,24576,20476,3783,2023/12/13 15:15:06.615
0,99,24576,20476,3783,2023/12/13 15:15:11.659
0,47,24576,20476,3783,2023/12/13 15:15:16.704
0,53,24576,20476,3783,2023/12/13 15:15:21.751
0,99,24576,20476,3783,2023/12/13 15:15:26.794
0,99,24576,20476,3783,2023/12/13 15:15:31.841
0,0,24576,20476,3783,2023/12/13 15:15:36.886
0,0,24576,20476,3783,2023/12/13 15:15:41.933
0,94,24576,20476,3783,2023/12/13 15:15:46.987
0,0,24576,20476,3783,2023/12/13 15:15:52.034
0,50,24576,20476,3783,2023/12/13 15:15:57.084
0,0,24576,20476,3783,2023/12/13 15:16:02.131
0,37,24576,20476,3783,2023/12/13 15:16:07.175
0,0,24576,20476,3783,2023/12/13 15:16:12.219
0,0,24576,20476,3783,2023/12/13 15:16:17.263
0,0,24576,20476,3783,2023/12/13 15:16:22.309
0,0,24576,20476,3783,2023/12/13 15:16:27.356
0,55,24576,20476,3783,2023/12/13 15:16:32.401
0,0,24576,20476,3783,2023/12/13 15:16:37.449
0,0,24576,20476,3783,2023/12/13 15:16:42.495
0,54,24576,20476,3783,2023/12/13 15:16:47.539
0,0,24576,20476,3783,2023/12/13 15:16:52.587
0,54,24576,20476,3783,2023/12/13 15:16:57.632
0,97,24576,20476,3783,2023/12/13 15:17:02.684
0,36,24576,20476,3783,2023/12/13 15:17:07.731
0,71,24576,20476,3783,2023/12/13 15:17:12.782
0,43,24576,20476,3783,2023/12/13 15:17:17.825
0,31,24576,20476,3783,2023/12/13 15:17:22.876
0,17,24576,20476,3783,2023/12/13 15:17:27.923
0,97,24576,20476,3783,2023/12/13 15:17:32.971
0,87,24576,20476,3783,2023/12/13 15:17:38.018
0,78,24576,20476,3783,2023/12/13 15:17:43.066
0,59,24576,20478,3781,2023/12/13 15:17:48.113
0,23,24576,20478,3781,2023/12/13 15:17:53.165
0,26,24576,20478,3781,2023/12/13 15:17:58.217
0,36,24576,20478,3781,2023/12/13 15:18:03.266
0,69,24576,20478,3781,2023/12/13 15:18:08.315
0,95,24576,20478,3781,2023/12/13 15:18:13.354
0,70,24576,20478,3781,2023/12/13 15:18:18.403
0,58,24576,20478,3781,2023/12/13 15:18:23.450
0,0,24576,20478,3781,2023/12/13 15:18:28.496
0,24,24576,20478,3781,2023/12/13 15:18:33.543
0,71,24576,20478,3781,2023/12/13 15:18:38.588
0,99,24576,20478,3781,2023/12/13 15:18:43.639
0,99,24576,20478,3781,2023/12/13 15:18:48.684
0,98,24576,20478,3781,2023/12/13 15:18:53.730
0,98,24576,20478,3781,2023/12/13 15:18:58.775
0,99,24576,20478,3781,2023/12/13 15:19:03.820
0,99,24576,20478,3781,2023/12/13 15:19:08.868
0,98,24576,20478,3781,2023/12/13 15:19:13.913
0,98,24576,20478,3781,2023/12/13 15:19:18.961
0,98,24576,20478,3781,2023/12/13 15:19:24.006
0,99,24576,20478,3781,2023/12/13 15:19:29.055
0,0,24576,20478,3781,2023/12/13 15:19:34.099
0,32,24576,20478,3781,2023/12/13 15:19:39.146
0,11,24576,20478,3781,2023/12/13 15:19:44.191
0,98,24576,20478,3781,2023/12/13 15:19:49.235
0,99,24576,20478,3781,2023/12/13 15:19:54.282
0,98,24576,20478,3781,2023/12/13 15:19:59.330
0,13,24576,20478,3781,2023/12/13 15:20:04.379
0,99,24576,20478,3781,2023/12/13 15:20:09.424
0,99,24576,20478,3781,2023/12/13 15:20:14.470
0,77,24576,20478,3781,2023/12/13 15:20:19.518
0,99,24576,20478,3781,2023/12/13 15:20:24.563
0,98,24576,20478,3781,2023/12/13 15:20:29.611
0,51,24576,20478,3781,2023/12/13 15:20:34.655
0,98,24576,20478,3781,2023/12/13 15:20:39.701
0,99,24576,20478,3781,2023/12/13 15:20:44.747
0,79,24576,20478,3781,2023/12/13 15:20:49.796
0,99,24576,20478,3781,2023/12/13 15:20:54.842
0,29,24576,20478,3781,2023/12/13 15:20:59.885
0,55,24576,20478,3781,2023/12/13 15:21:04.934
0,99,24576,20478,3781,2023/12/13 15:21:09.982
0,99,24576,20478,3781,2023/12/13 15:21:15.033
0,99,24576,20478,3781,2023/12/13 15:21:20.084
0,98,24576,20478,3781,2023/12/13 15:21:25.130
0,98,24576,20478,3781,2023/12/13 15:21:30.173
0,99,24576,20478,3781,2023/12/13 15:21:35.220
0,0,24576,20478,3781,2023/12/13 15:21:40.268
0,38,24576,20478,3781,2023/12/13 15:21:45.320
0,22,24576,20478,3781,2023/12/13 15:21:50.365
0,99,24576,20478,3781,2023/12/13 15:21:55.412
0,99,24576,20478,3781,2023/12/13 15:22:00.462
0,61,24576,20478,3781,2023/12/13 15:22:05.511
0,99,24576,20478,3781,2023/12/13 15:22:10.558
0,36,24576,20478,3781,2023/12/13 15:22:15.603
0,99,24576,20478,3781,2023/12/13 15:22:20.648
0,98,24576,20478,3781,2023/12/13 15:22:25.698
0,98,24576,20478,3781,2023/12/13 15:22:30.744
0,7,24576,20478,3781,2023/12/13 15:22:35.791
0,0,24576,20478,3781,2023/12/13 15:22:40.837
0,99,24576,20478,3781,2023/12/13 15:22:45.884
0,0,24576,20478,3781,2023/12/13 15:22:50.931
0,99,24576,20478,3781,2023/12/13 15:22:55.982
0,99,24576,20478,3781,2023/12/13 15:23:01.029
0,98,24576,20478,3781,2023/12/13 15:23:06.072
0,99,24576,20478,3781,2023/12/13 15:23:11.119
0,98,24576,20478,3781,2023/12/13 15:23:16.167
0,98,24576,20478,3781,2023/12/13 15:23:21.214
0,98,24576,20478,3781,2023/12/13 15:23:26.259
0,99,24576,20478,3781,2023/12/13 15:23:31.304
0,9,24576,20478,3781,2023/12/13 15:23:36.349
0,98,24576,20478,3781,2023/12/13 15:23:41.397
0,99,24576,20478,3781,2023/12/13 15:23:46.442
0,98,24576,20478,3781,2023/12/13 15:23:51.486
0,99,24576,20478,3781,2023/12/13 15:23:56.531
0,99,24576,20478,3781,2023/12/13 15:24:01.571
0,80,24576,20478,3781,2023/12/13 15:24:06.615
0,23,24576,20478,3781,2023/12/13 15:24:11.660
0,99,24576,20478,3781,2023/12/13 15:24:16.709
0,98,24576,20478,3781,2023/12/13 15:24:21.754
0,0,24576,20478,3781,2023/12/13 15:24:26.801
0,98,24576,20478,3781,2023/12/13 15:24:31.847
0,0,24576,20478,3781,2023/12/13 15:24:36.896
0,91,24576,20478,3781,2023/12/13 15:24:41.942
0,98,24576,20478,3781,2023/12/13 15:24:46.986
0,98,24576,20478,3781,2023/12/13 15:24:52.030
0,99,24576,20478,3781,2023/12/13 15:24:57.077
0,99,24576,20478,3781,2023/12/13 15:25:02.122
0,68,24576,20478,3781,2023/12/13 15:25:07.167
0,99,24576,20478,3781,2023/12/13 15:25:12.214
0,97,24576,20478,3781,2023/12/13 15:25:17.261
0,0,24576,20478,3781,2023/12/13 15:25:22.311
0,0,24576,20478,3781,2023/12/13 15:25:27.356
0,98,24576,20478,3781,2023/12/13 15:25:32.402
0,93,24576,20478,3781,2023/12/13 15:25:37.448
0,0,24576,20478,3781,2023/12/13 15:25:42.494
0,71,24576,20478,3781,2023/12/13 15:25:47.540
0,99,24576,20478,3781,2023/12/13 15:25:52.587
0,0,24576,20478,3781,2023/12/13 15:25:57.635
0,23,24576,20478,3781,2023/12/13 15:26:02.680
0,98,24576,20478,3781,2023/12/13 15:26:07.725
0,98,24576,20478,3781,2023/12/13 15:26:12.772
0,98,24576,20478,3781,2023/12/13 15:26:17.817
0,0,24576,20478,3781,2023/12/13 15:26:22.863
0,97,24576,20478,3781,2023/12/13 15:26:27.909
0,0,24576,20478,3781,2023/12/13 15:26:32.955
0,95,24576,20478,3781,2023/12/13 15:26:38.001
0,47,24576,20478,3781,2023/12/13 15:26:43.046
0,0,24576,20478,3781,2023/12/13 15:26:48.097
0,17,24576,20478,3781,2023/12/13 15:26:53.141
0,0,24576,20478,3781,2023/12/13 15:26:58.190
0,0,24576,20478,3781,2023/12/13 15:27:03.236
0,31,24576,20478,3781,2023/12/13 15:27:08.281
0,0,24576,20478,3781,2023/12/13 15:27:13.328
0,0,24576,20478,3781,2023/12/13 15:27:18.375
0,0,24576,20478,3781,2023/12/13 15:27:23.422
0,0,24576,20478,3781,2023/12/13 15:27:28.468
0,34,24576,20478,3781,2023/12/13 15:27:33.513
0,90,24576,20478,3781,2023/12/13 15:27:38.561
0,0,24576,20478,3781,2023/12/13 15:27:43.618
0,98,24576,20478,3781,2023/12/13 15:27:48.666
0,7,24576,20478,3781,2023/12/13 15:27:53.715
0,4,24576,20478,3781,2023/12/13 15:27:58.757
0,97,24576,20478,3781,2023/12/13 15:28:03.806
0,61,24576,20478,3781,2023/12/13 15:28:08.856
0,10,24576,20478,3781,2023/12/13 15:28:13.906
0,9,24576,20478,3781,2023/12/13 15:28:18.948
0,98,24576,20478,3781,2023/12/13 15:28:24.003
0,76,24576,20478,3781,2023/12/13 15:28:29.050
0,0,24576,20478,3781,2023/12/13 15:28:34.103
0,13,24576,20478,3781,2023/12/13 15:28:39.148
0,71,24576,20478,3781,2023/12/13 15:28:44.200
0,91,24576,20478,3781,2023/12/13 15:28:49.246
0,1,24576,20478,3781,2023/12/13 15:28:54.291
0,99,24576,20478,3781,2023/12/13 15:28:59.337
0,76,24576,20478,3781,2023/12/13 15:29:04.386
0,24,24576,20478,3781,2023/12/13 15:29:09.437
0,99,24576,20478,3781,2023/12/13 15:29:14.481
0,99,24576,20478,3781,2023/12/13 15:29:19.527
0,98,24576,20478,3781,2023/12/13 15:29:24.569
0,99,24576,20478,3781,2023/12/13 15:29:29.616
0,98,24576,20478,3781,2023/12/13 15:29:34.662
0,35,24576,20478,3781,2023/12/13 15:29:39.703
0,99,24576,20478,3781,2023/12/13 15:29:44.747
0,99,24576,20478,3781,2023/12/13 15:29:49.791
0,98,24576,20478,3781,2023/12/13 15:29:54.835
0,99,24576,20478,3781,2023/12/13 15:29:59.881
0,63,24576,20478,3781,2023/12/13 15:30:04.931
0,99,24576,20478,3781,2023/12/13 15:30:09.979
0,99,24576,20478,3781,2023/12/13 15:30:15.026
0,99,24576,20478,3781,2023/12/13 15:30:20.077
0,99,24576,20478,3781,2023/12/13 15:30:25.123
0,98,24576,20478,3781,2023/12/13 15:30:30.170
0,99,24576,20478,3781,2023/12/13 15:30:35.212
0,20,24576,20478,3781,2023/12/13 15:30:40.258
0,98,24576,20478,3781,2023/12/13 15:30:45.304
0,3,24576,20478,3781,2023/12/13 15:30:50.357
0,99,24576,20478,3781,2023/12/13 15:30:55.403
0,0,24576,20478,3781,2023/12/13 15:31:00.451
0,58,24576,20478,3781,2023/12/13 15:31:05.498
0,99,24576,20478,3781,2023/12/13 15:31:10.551
0,12,24576,20478,3781,2023/12/13 15:31:15.597
0,99,24576,20478,3781,2023/12/13 15:31:20.641
0,0,24576,20478,3781,2023/12/13 15:31:25.689
0,99,24576,20478,3781,2023/12/13 15:31:30.736
0,99,24576,20478,3781,2023/12/13 15:31:35.776
0,84,24576,20478,3781,2023/12/13 15:31:40.818
0,88,24576,20478,3781,2023/12/13 15:31:45.865
0,99,24576,20478,3781,2023/12/13 15:31:50.914
0,77,24576,20478,3781,2023/12/13 15:31:55.958
0,99,24576,20478,3781,2023/12/13 15:32:01.000
0,47,24576,20478,3781,2023/12/13 15:32:06.045
0,99,24576,20478,3781,2023/12/13 15:32:11.091
0,78,24576,20478,3781,2023/12/13 15:32:16.138
0,98,24576,20478,3781,2023/12/13 15:32:21.184
0,99,24576,20478,3781,2023/12/13 15:32:26.231
0,87,24576,20478,3781,2023/12/13 15:32:31.277
0,98,24576,20478,3781,2023/12/13 15:32:36.321
0,36,24576,20478,3781,2023/12/13 15:32:41.367
0,98,24576,20478,3781,2023/12/13 15:32:46.414
0,78,24576,20478,3781,2023/12/13 15:32:51.460
0,99,24576,20478,3781,2023/12/13 15:32:56.506
0,99,24576,20478,3781,2023/12/13 15:33:01.553
0,57,24576,20478,3781,2023/12/13 15:33:06.599
0,99,24576,20478,3781,2023/12/13 15:33:11.645
0,52,24576,20478,3781,2023/12/13 15:33:16.693
0,98,24576,20478,3781,2023/12/13 15:33:21.740
0,99,24576,20478,3781,2023/12/13 15:33:26.788
0,98,24576,20478,3781,2023/12/13 15:33:31.832
0,99,24576,20478,3781,2023/12/13 15:33:36.878
0,99,24576,20478,3781,2023/12/13 15:33:41.926
0,80,24576,20478,3781,2023/12/13 15:33:46.973
0,65,24576,20478,3781,2023/12/13 15:33:52.022
0,98,24576,20478,3781,2023/12/13 15:33:57.069
0,99,24576,20478,3781,2023/12/13 15:34:02.120
0,99,24576,20478,3781,2023/12/13 15:34:07.166
0,99,24576,20478,3781,2023/12/13 15:34:12.212
0,60,24576,20478,3781,2023/12/13 15:34:17.259
0,99,24576,20478,3781,2023/12/13 15:34:22.303
0,99,24576,20478,3781,2023/12/13 15:34:27.344
0,99,24576,20478,3781,2023/12/13 15:34:32.382
0,99,24576,20478,3781,2023/12/13 15:34:37.428
0,99,24576,20478,3781,2023/12/13 15:34:42.467
0,99,24576,20478,3781,2023/12/13 15:34:47.512
0,99,24576,20478,3781,2023/12/13 15:34:52.558
0,5,24576,20478,3781,2023/12/13 15:34:57.608
0,99,24576,20478,3781,2023/12/13 15:35:02.654
0,99,24576,20478,3781,2023/12/13 15:35:07.702
0,42,24576,20478,3781,2023/12/13 15:35:12.747
0,99,24576,20478,3781,2023/12/13 15:35:17.792
0,99,24576,20478,3781,2023/12/13 15:35:22.839
0,99,24576,20478,3781,2023/12/13 15:35:27.885
0,99,24576,20478,3781,2023/12/13 15:35:32.932
0,99,24576,20478,3781,2023/12/13 15:35:37.978
0,0,24576,20478,3781,2023/12/13 15:35:43.024
0,99,24576,20478,3781,2023/12/13 15:35:48.069
0,99,24576,20478,3781,2023/12/13 15:35:53.120
